AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,DENSITY,EDU,PINCP,PINCP_DECILE,POVPIP,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
61,2,1,0,2,0,2,,50441.6,1,20000,4,501,2,2,2,,95,103
52,2,1,,2,0,3,1,52864.7,9,,7,501,2,2,,2,115,115
72,1,1,,1,0,3,,52864.7,4,16800,3,501,2,2,2,2,135,115
72,1,4,,1,0,3,,52864.7,3,28500,4,501,2,2,2,2,124,115
47,1,2,0,2,1,2,,50441.6,5,12000,,69,2,2,2,,117,116
34,2,,0,2,1,2,,50441.6,5,25000,,190,,2,2,,87,116
61,2,1,0,2,0,2,1,,9,59000,7,501,2,2,2,,47,47
64,1,1,0,2,0,,,50441.6,8,80000,8,501,2,2,2,,53,
39,1,6,0,2,4,5,2,50441.6,7,,5,108,2,2,2,,,201
,1,6,0,2,4,5,,50441.6,4,,0,108,2,2,2,,194,201
,2,6,0,2,0,3,,50441.6,7,,,307,2,2,2,,164,165
19,1,6,,2,0,,1,50441.6,7,24000,,307,,2,2,,70,165
84,2,4,,2,0,3,1,50441.6,7,,5,307,2,2,2,2,69,
69,2,1,,2,0,2,,50441.6,10,,6,501,2,2,2,2,142,143
69,1,1,0,2,0,2,,50441.6,10,,7,501,2,2,2,,109,143
45,2,6,0,2,0,6,,50441.6,,105000,8,289,2,2,2,,217,217
22,1,6,0,2,0,6,,,5,,,289,2,2,2,2,160,217
20,1,6,,2,0,6,1,50441.6,5,,0,289,2,2,2,,160,217
44,2,6,0,2,0,6,1,50441.6,5,,0,289,2,2,2,,148,217
,1,,0,2,0,6,,50441.6,5,,,289,2,2,2,,149,217
18,1,6,0,2,0,6,,50441.6,5,,,289,2,2,2,,149,217
40,2,6,0,2,2,4,,,9,,7,305,2,2,2,,141,141
20,1,6,0,2,2,4,,50441.6,7,,3,305,2,2,2,2,122,141
42,2,6,0,2,3,5,2,52864.7,5,,5,128,2,2,2,,90,90
21,1,6,,,3,5,,52864.7,8,3500,,128,,2,2,,111,90
15,2,6,0,2,3,5,,52864.7,4,,0,128,2,2,2,,72,90
33,2,6,0,2,1,2,,,8,,0,0,,2,2,,129,129
,2,3,4,2,0,2,,52864.7,4,,1,94,,2,2,2,115,115
,1,6,4,,0,2,,52864.7,7,,3,94,2,2,1,2,,115
,2,4,4,8,2,5,,52864.7,7,,0,129,2,2,2,,152,152
35,1,4,,8,2,5,,52864.7,7,,,190,2,2,2,,199,152
20,1,6,,8,2,,,52864.7,4,,4,129,2,2,2,,,152
63,1,6,,8,2,5,,52864.7,11,,4,129,2,2,2,2,129,152
,2,1,,,0,5,,52864.7,3,,3,199,2,2,2,,,47
76,1,1,,2,0,5,2,52864.7,5,2000,1,199,1,1,2,2,63,47
52,2,5,,2,0,,,52864.7,4,42000,6,199,2,2,2,2,,47
20,2,6,4,2,0,5,,52864.7,7,,0,199,,2,1,,,47
34,1,6,0,2,0,2,,,9,,4,501,2,2,2,,179,178
,2,6,,2,0,2,,50441.6,9,173000,9,501,,2,2,,114,178
42,1,6,,2,3,4,,52864.7,6,5400,2,20,2,2,2,,355,355
37,2,,2,2,,,,52864.7,4,,2,82,2,2,2,,,355
15,1,6,2,2,3,4,,52864.7,3,,,20,2,2,2,,273,355
,2,3,,2,0,5,,50441.6,10,,8,501,2,2,2,2,47,48
68,2,3,0,2,0,,,,9,,,501,2,1,2,2,40,48
48,2,2,,2,0,5,1,50441.6,9,,9,501,2,2,2,,,48
28,1,,0,2,0,5,1,50441.6,8,500,1,501,2,2,2,,52,48
26,2,6,,2,0,5,,50441.6,9,,6,501,2,2,2,,50,48
,1,1,,2,0,,,52864.7,9,,6,501,2,2,2,,209,209
52,2,,,2,0,2,,52864.7,9,,7,501,2,2,2,2,211,209
,2,6,3,2,1,2,,50441.6,9,6500,2,37,2,2,2,2,111,112
,1,1,2,1,0,3,,,7,,8,501,,2,2,,61,61
57,2,1,2,1,0,3,,,4,,2,501,2,2,2,,,61
37,1,,2,1,0,3,,52864.7,7,30500,5,501,2,2,2,,79,61
68,1,1,0,2,0,,,50441.6,9,28500,4,501,,2,2,,151,151
,2,1,,2,,5,,50441.6,,,8,501,2,2,2,,,
27,1,1,0,2,0,,,50441.6,7,,7,501,2,2,2,,203,151
21,2,6,,2,0,,1,50441.6,9,,1,501,2,2,2,,,151
24,2,1,0,2,0,5,,50441.6,7,,1,501,2,2,2,,262,151
66,1,1,0,2,0,,,52864.7,5,,2,140,2,,2,,64,
39,2,1,,9,0,2,,52864.7,4,,3,140,2,2,2,,87,63
47,2,6,,8,0,,,,5,,6,206,2,2,2,2,228,228
24,2,6,2,8,0,3,,52864.7,5,,0,206,,2,2,,230,228
29,1,1,0,,0,2,2,50441.6,9,,8,501,2,2,2,,71,71
32,2,1,0,1,0,2,,50441.6,8,100000,,501,,2,2,,90,71
,1,6,0,2,0,,,50441.6,9,45000,6,339,,2,2,2,89,71
37,1,2,,2,1,2,,,1,,5,213,2,2,2,,82,82
37,2,6,2,1,,2,,52864.7,4,,,227,2,2,2,2,122,122
40,2,6,4,2,0,,,,5,9000,2,52,2,2,2,,189,189
,1,6,4,2,0,2,,50441.6,4,,,52,2,,2,2,195,189
50,2,6,4,1,0,,,52864.7,7,,5,284,2,2,2,2,101,102
,2,6,2,1,0,2,2,52864.7,9,,,284,2,2,2,,103,102
69,2,5,0,2,,,,50441.6,8,,2,171,2,2,2,2,104,
47,2,5,,2,0,3,2,50441.6,5,28600,4,171,,2,2,,97,
61,2,1,,9,0,4,1,50441.6,5,24500,4,177,,1,2,,156,157
,1,1,0,9,0,4,,50441.6,3,,4,177,2,2,,2,127,157
34,,2,0,9,0,4,1,50441.6,10,,,177,2,2,2,2,104,157
71,1,3,,2,0,2,1,50441.6,6,44200,6,420,,2,2,,31,30
28,1,6,0,2,0,2,,50441.6,5,,4,420,2,2,2,,45,30
40,1,6,2,9,0,2,,52864.7,5,,2,112,,1,2,,133,134
69,2,4,2,9,0,,,52864.7,4,9500,2,112,2,,2,2,86,134
34,1,6,1,8,0,3,,50441.6,5,,4,122,2,2,2,,201,201
29,2,6,1,8,0,3,,50441.6,3,,0,122,,2,2,,131,201
,2,6,,2,0,2,,50441.6,5,,1,15,2,2,2,2,117,116
20,,6,0,2,0,2,1,,7,0,0,15,2,2,2,,98,116
62,1,1,,2,0,,,50441.6,,33000,5,319,2,2,2,,196,196
62,2,1,0,2,0,3,,,4,30500,5,319,2,2,2,,180,196
22,2,6,0,2,0,3,,50441.6,5,,0,319,2,2,2,2,232,196
61,2,1,,8,0,3,,52864.7,7,,4,501,2,2,2,,66,67
60,1,1,,8,0,3,,52864.7,7,68000,7,501,2,2,2,,69,67
29,1,6,2,1,0,3,,52864.7,8,,,501,2,2,2,,84,67
36,2,6,2,8,2,,,52864.7,5,,1,11,,2,2,,154,154
53,1,1,0,1,0,3,,50441.6,11,107000,8,501,2,2,2,,76,75
48,2,1,4,9,0,3,1,50441.6,8,,8,501,2,2,2,,,75
24,1,6,4,9,0,3,,50441.6,9,,5,501,,2,2,,81,75
,2,5,0,2,0,2,,52864.7,9,0,0,80,2,2,2,2,132,132
24,2,,0,2,0,2,,52864.7,7,,3,80,2,2,2,2,189,132
44,1,4,2,8,0,2,,52864.7,6,10800,2,82,2,2,2,,145,132
65,2,1,,2,0,2,2,50441.6,3,,0,152,2,2,2,,165,165
68,1,,,2,0,2,,50441.6,3,23400,4,152,2,2,2,2,,165
,2,1,4,8,0,3,,,4,0,0,78,,2,2,,94,94
,1,1,4,8,0,3,,52864.7,4,,3,78,2,1,2,,96,
18,1,6,4,8,0,3,2,52864.7,5,,0,78,2,2,2,,97,94
66,1,1,,8,0,,,52864.7,5,40000,5,233,,2,2,,259,259
,2,1,2,8,0,3,1,,7,,1,233,2,2,2,,208,259
81,2,3,,,0,3,,52864.7,4,4800,1,233,1,,1,1,191,259
82,2,1,,1,0,3,2,52864.7,5,0,0,177,2,2,2,2,103,103
,1,1,,1,0,3,2,52864.7,5,7200,2,177,2,2,2,,133,
59,2,6,2,1,0,,2,,5,28000,4,177,2,2,2,,97,103
75,2,1,,1,0,2,,50441.6,5,41000,6,383,2,2,2,,40,40
78,1,1,0,1,0,2,1,50441.6,9,18000,3,383,2,2,2,2,40,40
73,1,1,,1,0,,,,6,21000,4,137,,2,2,2,236,237
57,2,1,4,1,0,2,,52864.7,9,,0,,2,2,2,,,237
61,2,,,2,0,4,2,52864.7,8,,3,,2,2,2,2,,160
65,1,1,2,2,0,,,52864.7,5,12000,3,256,2,2,2,,207,160
39,2,4,2,2,0,4,,52864.7,10,,5,256,2,2,2,,144,160
50,1,1,0,2,0,3,,50441.6,9,,8,501,2,2,2,2,,194
55,2,1,0,2,0,3,1,,9,69000,7,501,2,2,2,,164,194
20,1,6,0,2,0,3,,50441.6,7,,,501,2,2,2,,131,194
57,1,2,0,6,,3,2,50441.6,1,940,1,501,2,2,2,,70,70
30,1,6,0,6,0,3,,50441.6,10,,5,501,2,2,2,,46,70
29,2,6,0,6,0,,,50441.6,9,62000,7,501,2,2,2,,53,70
,2,3,,6,0,3,,,7,32500,5,246,2,2,2,,,
35,1,1,,8,2,4,,52864.7,10,,5,293,2,2,2,,198,197
31,2,1,,8,2,4,,52864.7,8,,5,293,2,2,2,,157,197
82,1,1,0,2,0,,,50441.6,3,,2,133,2,2,2,,290,
88,2,1,0,2,,2,,50441.6,3,,2,133,2,2,2,,,290
85,2,4,,8,0,,,,7,11500,2,85,2,2,2,2,216,216
18,1,6,4,8,0,2,,52864.7,4,1600,1,85,2,2,2,,246,216
,2,6,,8,3,5,,52864.7,5,13800,3,45,2,2,2,2,228,228
60,2,,4,8,3,,,52864.7,5,,0,45,2,2,2,2,215,228
22,1,,0,2,2,5,,50441.6,5,28000,4,291,,2,2,,181,180
55,,1,0,2,2,5,,,5,,5,291,2,2,2,2,148,180
,2,1,0,2,,5,2,,5,,4,291,2,2,2,,158,
30,2,6,4,2,1,3,,,9,,5,177,2,2,1,,113,113
,2,4,,2,1,3,,52864.7,9,0,0,177,2,2,2,2,114,113
39,1,1,0,2,2,4,,,5,,3,69,,2,2,,143,144
42,2,1,0,2,2,,,50441.6,6,,0,69,2,2,2,,118,144
34,2,6,0,9,3,4,2,52864.7,6,,1,18,2,1,2,,54,54
15,2,6,2,9,3,4,,52864.7,4,,0,18,2,2,2,,78,54
,2,4,,8,0,2,,52864.7,5,44000,6,258,,2,2,,95,95
26,1,5,4,8,0,2,,52864.7,5,0,,258,2,2,1,,127,95
27,1,6,,8,0,4,,52864.7,9,,,405,,2,2,,192,192
25,1,6,1,8,0,4,2,52864.7,5,,6,405,2,2,2,,194,192
61,,1,1,8,0,4,,52864.7,5,0,0,405,,1,2,,145,192
,2,1,1,8,0,4,,52864.7,1,,,405,2,1,2,,144,
,1,1,,,0,5,,50441.6,7,48000,6,501,1,1,2,2,,38
64,2,1,,2,,,,50441.6,8,55000,7,501,2,2,2,,51,38
35,2,,,2,0,5,2,50441.6,9,,5,501,2,2,2,,38,
,2,2,,2,0,,,50441.6,9,67000,7,501,2,2,2,,37,38
29,2,6,0,2,0,,,50441.6,,,0,501,2,2,2,,48,38
54,1,1,,2,0,2,,50441.6,7,,5,235,2,2,2,,205,205
48,2,1,,2,0,,,50441.6,5,0,0,235,2,2,2,,207,205
,,1,0,2,2,7,,,5,,,229,,2,2,,216,216
52,2,1,0,2,2,7,,50441.6,5,17000,3,229,2,2,2,,151,216
29,2,6,0,2,2,,,50441.6,,,1,229,2,2,2,,174,216
25,1,6,0,2,2,7,,50441.6,,,3,229,2,2,2,,183,216
,2,6,,2,2,7,2,50441.6,,16000,,229,,2,2,2,237,216
32,2,6,2,8,1,2,,52864.7,7,11500,2,66,2,2,2,,183,183
67,1,1,4,8,0,4,,52864.7,9,,8,501,2,2,2,2,274,
57,2,,,8,0,4,,52864.7,9,,6,501,2,2,2,,221,274
31,1,6,4,8,0,4,,52864.7,9,56000,7,501,2,2,,,377,274
,1,6,4,8,0,4,2,52864.7,9,70000,7,501,2,,2,,377,274
76,2,3,,8,0,2,,52864.7,5,13800,3,152,,,2,2,213,213
,1,4,2,8,0,2,,,7,9600,2,152,2,2,2,2,216,213
39,1,1,4,2,0,2,,,7,,5,302,2,2,2,,108,108
36,2,1,2,2,0,2,,52864.7,8,,4,302,2,2,1,,,108
43,2,1,0,2,0,,,50441.6,7,27000,4,432,2,2,2,,333,334
,1,,0,2,0,2,,50441.6,4,45700,6,432,2,2,2,2,256,334
54,2,6,4,8,0,2,,52864.7,9,28100,4,166,2,2,2,,159,159
82,2,5,,8,0,2,,52864.7,3,0,0,166,1,,1,2,146,159
25,1,6,0,2,0,4,,,9,,0,501,2,2,2,2,257,256
60,2,,,2,,4,,50441.6,9,173000,9,501,2,2,2,,150,256
55,1,2,,2,0,,,50441.6,11,30000,5,501,2,2,2,2,,256
84,2,4,0,2,0,4,,50441.6,,16800,3,501,2,2,2,,150,256
49,2,5,0,2,0,3,,50441.6,4,,5,167,,,2,,469,469
,2,5,,2,0,,,50441.6,7,0,0,167,2,2,2,,,469
,2,1,0,2,3,5,,50441.6,9,,5,,2,2,2,,74,74
45,1,1,0,2,3,5,,,4,33000,5,230,2,2,2,,79,74
16,2,6,0,2,3,,2,50441.6,4,,,230,2,2,2,,66,74
55,2,4,,2,0,,1,50441.6,10,60000,7,406,2,2,2,2,87,88
80,2,4,,2,0,2,,50441.6,5,9000,2,406,2,1,2,2,69,88
40,2,4,0,2,2,5,,50441.6,10,,8,400,2,2,2,,50,50
,1,4,0,2,2,5,,50441.6,9,,,400,2,2,2,,52,50
66,2,6,0,2,2,5,,50441.6,7,,0,400,2,2,2,2,,50
33,2,6,,2,0,2,,50441.6,,,5,428,2,2,2,,172,173
27,1,6,0,2,0,2,2,50441.6,5,38400,5,428,,2,2,,,173
77,1,1,,9,0,2,,50441.6,,,4,296,,,2,2,52,
,2,1,0,9,0,,,50441.6,9,17800,3,296,,2,2,2,44,52
66,1,4,,9,0,2,,50441.6,7,,4,206,,2,2,,,52
66,2,,0,9,0,2,,,10,,,206,2,2,2,2,34,52
,1,1,1,3,2,4,,52864.7,1,,7,232,2,2,2,,176,176
,2,1,1,3,2,4,1,,4,,,232,2,2,2,,105,176
49,1,1,,2,0,,,52864.7,5,,4,310,,2,2,,,118
,2,1,,2,0,2,,52864.7,5,,,310,2,2,2,,116,118
54,2,6,0,2,1,2,2,50441.6,9,,4,142,2,2,2,2,156,156
50,2,5,,2,0,2,,50441.6,7,75000,8,498,2,2,2,2,149,149
29,2,6,0,2,0,,2,50441.6,6,,2,498,1,2,2,2,191,149
24,2,1,4,8,0,2,2,52864.7,7,96000,8,501,2,2,2,,91,91
23,1,1,4,,0,2,,52864.7,5,69000,7,501,,2,2,,,91
,2,6,0,2,0,4,,50441.6,8,,5,210,2,2,2,2,101,101
17,2,6,0,2,0,4,,50441.6,4,,,210,2,2,2,,76,101
55,,,0,2,0,4,2,50441.6,4,22000,4,210,2,2,2,,71,101
47,2,1,0,2,0,4,,,5,0,0,210,,2,2,,75,101
43,2,4,,,2,3,,52864.7,5,43000,6,211,2,2,2,2,97,97
15,2,6,4,2,2,3,,52864.7,4,,,211,2,2,2,,163,97
54,2,6,0,2,1,,,,4,,0,182,2,2,2,2,65,
54,1,5,0,2,1,6,2,50441.6,5,25000,4,191,2,2,2,2,97,65
27,2,6,0,2,1,6,,50441.6,,,4,182,2,2,2,,,65
61,1,6,0,2,1,6,,50441.6,4,,0,182,2,2,2,2,,
61,2,,,2,1,6,,50441.6,7,,4,182,2,2,2,2,59,65
60,2,2,,2,1,,,,3,,3,182,,2,2,,58,65
32,,5,1,8,2,6,,52864.7,4,,4,,2,2,2,,115,115
29,2,5,1,8,2,6,,,5,,3,109,2,2,2,,144,115
44,2,6,,2,0,3,,50441.6,9,,7,501,2,2,2,,161,161
,2,6,0,2,0,3,2,50441.6,9,,4,501,2,,2,2,,161
64,2,3,,,0,3,,50441.6,3,25000,4,501,,2,2,,129,161
70,2,1,0,2,0,2,,,5,15700,3,306,2,2,2,2,,92
72,1,1,,2,0,2,,50441.6,7,31000,5,306,2,2,2,,,92
67,2,3,,2,0,3,,50441.6,7,82000,8,501,,2,2,2,72,72
48,2,6,4,2,0,3,,,7,,4,501,2,2,2,,70,72
37,1,6,4,2,0,3,,,8,,5,501,2,2,2,,72,72
61,2,4,,2,0,4,,,5,,3,501,2,2,2,,146,146
37,1,6,0,2,0,4,,50441.6,9,65000,7,501,2,2,2,,145,146
33,2,6,0,2,0,4,2,50441.6,9,,6,501,2,2,2,,114,146
71,1,5,0,2,0,4,,50441.6,11,9000,2,501,2,2,2,,90,146
,2,5,,2,0,,,50441.6,10,40000,5,411,2,2,2,2,184,185
,2,6,0,2,0,2,,50441.6,5,,4,411,2,2,2,,,185
31,2,1,0,2,0,2,2,52864.7,,,7,501,2,2,2,,112,112
33,1,1,,2,0,2,,52864.7,7,,8,501,,2,2,,114,112
52,2,2,0,2,0,2,,52864.7,9,,8,501,2,2,2,2,322,321
46,1,2,,2,0,2,2,,4,,4,501,2,2,2,,300,321
48,1,1,1,8,0,,,52864.7,,52000,6,309,2,2,2,2,112,113
50,2,1,1,8,0,3,2,52864.7,6,,0,309,,1,2,,91,
25,1,6,1,8,0,3,,,9,9800,,309,2,2,2,,,113
68,1,1,,2,0,4,,50441.6,9,125000,9,501,2,2,2,2,55,
78,2,1,,2,0,4,,50441.6,9,55730,7,501,,2,2,,76,56
42,1,,,,0,4,1,50441.6,8,0,,501,2,2,2,,68,56
40,1,6,0,2,0,,1,50441.6,11,,,501,2,2,2,,68,
35,2,1,0,2,2,4,,50441.6,9,80000,8,501,2,2,2,,364,365
36,1,1,0,2,2,4,2,50441.6,9,,9,501,,2,2,2,458,365
74,2,3,,,0,3,1,50441.6,5,,4,176,1,1,2,2,42,42
56,1,6,,2,0,3,1,50441.6,7,2300,1,176,1,1,2,,37,42
53,2,6,,,0,3,1,50441.6,7,4970,1,176,1,2,2,,29,42
,2,1,,2,,,,,9,,7,501,2,2,2,2,137,138
55,1,,0,2,0,4,,50441.6,5,130000,9,501,,2,2,2,154,138
24,1,6,0,,0,4,,50441.6,7,,3,501,2,2,2,,112,138
22,,,0,2,0,,,50441.6,7,,0,501,,2,2,,183,138
63,1,1,,1,0,2,,52864.7,7,180080,9,,2,2,2,1,,128
60,2,1,0,1,0,2,,52864.7,7,,3,501,,2,2,,121,128
61,2,3,0,2,0,4,,50441.6,,37000,5,182,2,2,2,2,,65
,2,3,0,2,,4,,50441.6,1,6160,2,182,2,1,2,2,53,65
,2,5,,2,0,4,,50441.6,6,,,182,2,2,2,,54,65
61,2,4,,8,0,2,,52864.7,3,,2,260,2,2,2,2,122,122
28,2,6,4,8,0,2,,,7,33000,5,260,2,2,2,,169,122
34,2,6,1,1,0,5,,52864.7,6,,5,297,2,2,2,,92,93
,1,,1,1,0,5,,52864.7,7,,5,297,2,2,2,,112,93
24,2,6,,1,0,5,,52864.7,8,,0,297,2,2,2,,,93
58,2,2,1,1,0,5,2,,1,,0,297,2,2,,2,82,93
57,1,6,,1,0,5,,52864.7,1,26000,4,297,2,2,2,,84,93
79,1,,,2,0,,,50441.6,5,55600,7,349,,2,2,,51,51
78,2,1,,2,0,,,50441.6,5,7200,2,349,2,2,2,,45,51
39,2,6,0,2,0,5,,50441.6,10,,6,349,2,2,2,,33,51
30,1,4,,2,0,3,,50441.6,7,,6,282,2,2,,,196,197
18,2,,0,2,0,3,,50441.6,4,,1,282,2,2,2,,242,197
56,2,3,,2,0,3,,50441.6,6,,1,282,2,2,2,,126,197
46,2,2,,2,2,3,,50441.6,9,,2,58,,2,2,2,69,68
,2,6,0,2,0,4,1,50441.6,5,,3,501,2,2,2,,,101
,2,2,0,2,0,4,,,7,,9,501,,,2,2,,101
,1,6,0,2,0,4,,,4,0,0,,2,2,2,,,101
15,,6,0,2,0,4,,50441.6,,,,501,2,2,2,,117,101
,1,2,,2,0,4,,50441.6,5,90000,,501,2,2,2,2,95,101
,2,5,,8,0,2,,52864.7,10,8000,2,47,2,2,2,2,225,224
20,2,6,,8,0,2,,52864.7,7,0,0,47,,2,2,,243,224
39,2,1,0,1,0,,2,,10,,8,501,,2,2,,52,52
41,1,1,,1,0,2,2,52864.7,9,65000,7,501,2,2,2,2,64,52
40,2,6,,8,2,4,2,50441.6,8,,,253,2,2,2,,116,116
20,1,6,,8,2,4,,50441.6,7,,0,253,2,2,2,2,126,116
52,2,1,2,1,0,3,1,,9,,8,501,,2,2,,128,128
56,1,1,2,1,0,,,52864.7,10,80000,8,501,2,2,2,,120,128
,1,6,2,1,0,3,,,9,,6,501,2,,2,,,128
49,1,2,4,2,0,2,,52864.7,8,30000,5,234,2,2,2,,281,281
66,2,4,,2,0,2,,52864.7,3,,2,234,2,2,2,,186,
51,2,3,,1,0,4,,52864.7,7,1300,1,35,1,,2,2,,109
23,2,6,2,1,0,4,,52864.7,4,,,35,,2,2,,108,109
,1,6,,1,0,4,,52864.7,7,,2,35,2,2,2,2,111,109
57,2,4,,2,0,2,2,50441.6,5,,3,88,,2,2,2,159,160
18,1,6,0,2,0,2,2,50441.6,5,0,0,88,,2,2,,,160
,1,1,,2,0,2,,50441.6,3,26400,4,387,2,2,2,,117,116
79,2,1,0,2,0,2,,50441.6,3,33300,5,387,2,,2,,101,116
,2,3,,2,0,4,,,9,1500,1,121,,2,,,245,246
25,1,6,0,2,0,,,52864.7,6,,5,121,2,2,2,,685,246
17,2,6,0,2,0,4,,52864.7,7,,0,121,2,2,2,,,246
16,2,6,,2,0,4,2,52864.7,4,0,,121,2,2,2,,369,246
75,1,1,0,2,0,2,,,7,,7,464,2,2,2,,127,128
75,2,1,,2,0,,,50441.6,5,,2,464,2,2,2,,111,128
,2,6,,2,0,2,,50441.6,11,,5,261,2,2,2,2,85,85
26,2,6,,2,0,2,,50441.6,8,0,,261,1,,2,2,89,85
56,1,1,,2,2,,,50441.6,9,,8,413,2,2,2,,209,209
39,2,1,0,2,2,5,,50441.6,9,,0,413,2,2,2,,192,209
,1,4,,2,2,5,,50441.6,4,,,413,1,1,1,,156,209
,2,6,2,9,,4,2,52864.7,4,16000,3,62,2,2,2,2,,91
22,1,6,2,9,3,4,,52864.7,6,,2,83,2,2,2,,108,91
64,2,3,0,2,0,,,50441.6,8,125000,9,501,2,2,2,,83,83
39,1,2,0,2,0,3,,50441.6,7,75000,8,501,,2,2,,83,83
21,2,6,0,2,0,3,,50441.6,5,0,0,501,2,2,2,,117,83
42,2,4,,8,0,3,2,52864.7,3,0,,0,,2,2,,197,197
19,1,6,2,8,0,3,2,52864.7,4,,0,0,2,2,2,,228,197
66,2,1,0,2,0,2,,50441.6,5,35100,5,501,2,2,2,2,55,55
74,1,1,0,2,0,2,,50441.6,7,42900,6,501,2,,2,2,,55
,,1,,2,0,2,,52864.7,5,25500,4,298,2,2,2,2,,
,2,1,,2,0,2,,,8,25000,4,298,2,2,2,,87,79
,1,1,0,6,1,3,,,9,,9,501,2,2,2,,89,90
36,2,1,,6,1,,,50441.6,9,,8,501,2,2,2,,112,90
,2,,,2,0,2,2,50441.6,5,,,194,2,,2,,83,84
68,1,,0,2,0,2,,50441.6,5,0,0,194,2,2,2,,,84
37,1,1,0,2,,3,2,,7,,4,131,2,2,2,,251,251
35,2,1,,2,1,,2,50441.6,8,5900,2,131,2,2,2,,,251
65,1,3,0,2,1,7,,50441.6,9,,4,148,,2,2,2,,
,2,,,2,1,7,,,4,,5,148,2,2,2,,255,240
65,1,1,0,1,0,2,1,,6,75000,8,501,,,2,2,,
,2,,,1,0,2,1,,5,37000,5,501,2,2,2,2,22,22
26,,6,0,9,1,2,2,73.0,5,,1,6,2,2,2,2,26,27
,1,4,,1,,,2,73.0,6,80000,8,,2,2,2,2,41,27
50,2,,0,1,1,2,2,73.0,5,16800,3,96,2,2,2,2,138,138
29,2,,0,1,1,2,2,73.0,8,72000,8,411,2,,,2,216,216
,2,1,0,1,0,2,1,73.0,10,1580,1,501,,2,,2,56,56
60,1,1,0,,0,2,1,73.0,8,90200,8,501,2,2,2,2,76,56
40,1,1,0,1,1,,1,73.0,,70000,8,,2,,,2,53,
38,2,1,0,1,,3,1,73.0,,0,0,343,2,2,2,2,49,53
67,1,1,,,0,3,1,73.0,,48000,6,289,1,,2,1,38,
63,2,,,,0,3,1,73.0,5,6800,1,,2,2,2,,,37
18,1,,0,5,0,3,,73.0,5,,,289,2,2,2,2,6,
30,,1,0,1,1,3,1,73.0,8,120000,9,,,2,2,2,,
28,,1,0,1,1,3,1,73.0,9,40000,,501,2,2,2,,126,94
71,1,1,0,1,,,1,73.0,9,33140,5,,2,,2,2,22,23
67,2,1,0,1,0,,1,73.0,7,11100,2,291,2,,2,1,,
37,1,1,0,,2,4,1,73.0,,25000,4,235,2,2,,2,121,
,2,1,0,,2,,1,73.0,8,35000,5,,1,2,2,2,109,121
,2,5,,,1,2,2,73.0,5,6000,1,34,,2,2,2,8,8
22,2,1,0,1,0,2,,73.0,,22000,3,,2,2,2,,31,30
27,1,1,,1,0,2,1,73.0,5,23000,,263,2,2,2,2,41,30
31,,5,0,1,1,,2,73.0,9,23000,4,132,2,,,2,82,82
38,1,,0,3,,5,,73.0,8,,0,102,2,2,,2,48,47
34,,1,0,3,,5,2,73.0,,31000,4,102,2,2,,2,149,47
63,2,1,0,1,0,2,1,,7,62600,7,,2,2,,2,,46
72,1,,0,1,0,2,1,73.0,7,12870,2,,2,2,2,,51,46
66,1,,,1,0,4,1,73.0,10,158500,9,501,2,2,2,,185,
63,,1,0,1,,4,1,73.0,7,9600,2,501,2,2,,,149,185
36,2,4,0,1,0,4,1,73.0,9,100000,9,501,2,,2,2,,185
,,1,0,1,1,3,1,73.0,8,,,501,2,,2,2,16,
41,,1,0,,1,3,1,73.0,5,45000,6,501,2,2,2,2,15,
16,,6,0,1,1,3,1,73.0,,1200,,501,2,2,2,2,14,17
74,,2,0,1,0,4,1,73.0,5,15200,3,415,2,1,2,2,26,
42,2,1,0,1,0,4,1,73.0,9,30000,,415,2,2,2,2,33,26
38,1,1,4,1,0,4,,73.0,7,65000,8,,2,2,2,2,36,26
34,,,0,1,,3,1,73.0,7,40000,5,315,,2,2,2,,50
32,2,1,0,1,1,3,1,73.0,7,24000,4,315,2,2,2,2,41,50
54,1,1,0,1,,3,1,73.0,,60000,7,501,2,,2,1,279,279
58,2,1,1,1,,3,1,73.0,8,42000,6,501,,1,,2,127,279
29,1,6,,,0,3,1,73.0,7,7860,,,1,,2,2,137,279
38,,1,0,1,2,4,1,73.0,5,20000,3,140,,2,,2,34,34
30,,1,0,,2,4,1,73.0,7,15900,3,,2,2,,2,26,34
48,1,,0,3,0,3,2,73.0,7,40000,5,255,2,2,2,2,50,50
,2,1,0,3,,,2,73.0,4,12200,2,255,2,2,2,2,,50
34,2,1,0,6,3,5,1,73.0,10,,7,501,2,2,2,,339,339
46,1,1,0,6,,5,1,73.0,,100000,9,501,2,2,2,2,348,
40,,1,,1,3,,,73.0,10,15000,3,501,2,,2,2,54,54
,1,1,0,1,3,5,1,73.0,9,134000,,501,,2,,2,42,54
17,,6,0,1,,5,1,,4,6000,,501,,2,2,2,39,54
15,2,6,0,1,,5,1,73.0,,,,501,2,2,2,2,29,54
,,1,0,1,,2,1,,5,60000,7,501,2,,2,2,81,
60,2,,,,0,,1,,8,48000,6,,2,2,2,2,39,81
,,1,0,1,,2,1,73.0,8,16400,3,,2,1,,2,54,
77,2,1,,1,0,,,73.0,5,8200,,,2,2,,2,59,55
68,,1,0,1,0,2,,73.0,5,25800,4,,2,,2,2,92,92
65,2,1,0,,0,2,1,73.0,5,5000,1,201,2,2,,2,96,
